Check ID,Platform,Category,DRIVE Stage,Check,Business-Friendly Description,Severity,Exploitability,Business Impact Level,Check Score Deduction (X),Maturity Ceiling (1–5),NIST SP 800-53 (Rev.5),CIS Controls v8,MITRE ATT&CK,GDPR,GLBA,HIPAA,ISO 27001,NIST 800-171,PCI DSS,SOX,ASD ISM,CJISSP,FISMA NIST,NERC CIP,SWIFT
AC-008-OD,OneDrive,Data Discovery & Classification,3,Files are stale (no access >365 days).,"Old files linger but still carry sensitive data. They’re rarely reviewed, yet remain accessible. If compromised, attackers can mine years of unneeded data, increasing breach scope, incident costs, and discovery/sanctions risk.",Medium,Medium,Medium,6,5,"AC-2, AC-3, AC-5, AC-6, IA-2, IA-5, AU-2","3, 4, 5, 6, 8",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
ES-002-OD,OneDrive,Data Discovery & Classification,4,Sensitive files shared to multiple external domains.,"Files are shared with many outside organizations. Each domain adds risk—harder to control copies, increased chance of leaks, and complex incident response if data turns up elsewhere.",Medium,Medium,Medium,6,5,"AC-3, AC-6, AC-2, SC-7, AU-2","3, 4, 5, 6, 8","T1530 (Data from Cloud Storage), T1567 (Exfiltration Over Web Services)",Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.4, A.13.1","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
SP-SR-008,SharePoint,Data Discovery & Classification,4,Onedrive sensitive data in personal employee drives,"Personal OneDrives often bypass team controls. If exploited, attackers in a user account can access and share sensitive data outside approved channels.",Medium,Medium,High,7,2,"AC-20, AC-3, AC-4, AC-6, SC-28","3, 6",T1567,Art. 32 (security of processing); Art. 25 (privacy by design); Art. 5(1)(f) (integrity/confidentiality),Access controls (16 CFR Part 314),45 CFR 164.312(a)(1) Access control,Annex A: Access control; Annex A: Information classification & handling,AC (Access Control),Req. 7 (restrict access by need-to-know),ITGC: Access to programs and data,Access control,Access control (CJIS Security Policy),"Aligns with NIST SP 800-53: AC-20, AC-3, AC-4, AC-6, SC-28",CIP-011 (Information Protection),
SP-MB-003,SharePoint,Data Discovery & Classification,4,Sharepoint sensitive data + anyone link,"Combining sensitive content with public links multiplies exposure. If exploited, widespread, hard‑to‑trace data leaks occur rapidly.",Critical,High,High,26,2,"AC-14, AC-2, AC-20, AC-3, AC-4, AC-6, SC-28","15, 3, 6",T1567,Art. 32 (security of processing); Art. 25 (privacy by design); Art. 5(1)(f) (integrity/confidentiality),Access controls (16 CFR Part 314),45 CFR 164.312(a)(1) Access control,Annex A: Access control; Annex A: Information classification & handling,AC (Access Control),Req. 7 (restrict access by need-to-know),ITGC: Access to programs and data,Access control,Access control (CJIS Security Policy),"Aligns with NIST SP 800-53: AC-14, AC-2, AC-20, AC-3, AC-4, AC-6, SC-28",CIP-011 (Information Protection),
SP-ES-011,SharePoint,Data Discovery & Classification,5,Sharepoint sensitive data accessible to 'everyone except external users',"Sensitive documents should never be broadly exposed. If exploited, any phished or malicious insider can mass-download data.",Medium,High,High,7,2,"AC-14, AC-2, AC-20, AC-3, AC-4, AC-6, SC-28","15, 3, 6",T1567,Art. 32 (security of processing); Art. 25 (privacy by design); Art. 5(1)(f) (integrity/confidentiality),Access controls (16 CFR Part 314),45 CFR 164.312(a)(1) Access control,Annex A: Access control; Annex A: Information classification & handling,AC (Access Control),Req. 7 (restrict access by need-to-know),ITGC: Access to programs and data,Access control,Access control (CJIS Security Policy),"Aligns with NIST SP 800-53: AC-14, AC-2, AC-20, AC-3, AC-4, AC-6, SC-28",CIP-011 (Information Protection),
SP-ES-013,SharePoint,Data Discovery & Classification,5,Sharepoint sensitive data in communication sites with anonymous links,"Communication sites are often internet-facing; anonymous links add risk. If exploited, external actors retrieve confidential files without authentication.",Critical,High,High,10,2,"AC-3, AC-4, AC-6, SC-28","3, 6",T1567,Art. 32 (security of processing); Art. 25 (privacy by design); Art. 5(1)(f) (integrity/confidentiality),Access controls (16 CFR Part 314),45 CFR 164.312(a)(1) Access control,Annex A: Access control; Annex A: Information classification & handling,AC (Access Control),Req. 7 (restrict access by need-to-know),ITGC: Access to programs and data,Access control,Access control (CJIS Security Policy),"Aligns with NIST SP 800-53: AC-3, AC-4, AC-6, SC-28",CIP-011 (Information Protection),
AC-008-SPO,SharePoint,Data Discovery & Classification,5,Files are stale (no access >365 days).,"Old files linger but still carry sensitive data. They’re rarely reviewed, yet remain accessible. If compromised, attackers can mine years of unneeded data, increasing breach scope, incident costs, and discovery/sanctions risk.",Medium,Medium,Medium,6,5,"AC-2, AC-3, AC-5, AC-6, IA-2, IA-5, AU-2","3, 4, 5, 6, 8",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
ES-002-SPO,SharePoint,Data Discovery & Classification,4,Sensitive files shared to multiple external domains.,"Files are shared with many outside organizations. Each domain adds risk—harder to control copies, increased chance of leaks, and complex incident response if data turns up elsewhere.",Medium,Medium,Medium,6,5,"AC-3, AC-6, AC-2, SC-7, AU-2","3, 4, 5, 6, 8","T1530 (Data from Cloud Storage), T1567 (Exfiltration Over Web Services)",Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.4, A.13.1","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
ES-002-Teams,Teams,Data Discovery & Classification,4,Sensitive files shared to multiple external domains.,"Files are shared with many outside organizations. Each domain adds risk—harder to control copies, increased chance of leaks, and complex incident response if data turns up elsewhere.",Medium,Medium,Medium,6,5,"AC-3, AC-6, AC-2, SC-7, AU-2","3, 4, 5, 6, 8","T1530 (Data from Cloud Storage), T1567 (Exfiltration Over Web Services)",Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.4, A.13.1","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
ES-003,Teams,Data Discovery & Classification,5,Shared Channels with sensitive content,"Teams Shared Channels can include external organizations. A misstep in membership or classification exposes high-value content across tenants; if exploited, competitors or threat actors gain ongoing access to conversations and files.",Medium,Medium,Medium,6,5,"AC-3, AC-6, AC-2, SC-7, AU-2","3, 4, 5, 6, 8","T1530 (Data from Cloud Storage), T1567 (Exfiltration Over Web Services)",Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.4, A.13.1","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
FS-OH-005,File System,Data Protection,3,File system sensitive data unencrypted at rest,"Critical files stored without encryption are readable if storage is compromised. If exploited, attackers exfiltrate high‑value data with minimal effort and little trace.",High,Medium,High,23,2,"AC-3, AC-4, AC-6, SC-28","3, 6",T1567,Art. 32 (security of processing); Art. 25 (privacy by design); Art. 5(1)(f) (integrity/confidentiality),Access controls (16 CFR Part 314); Encryption of customer information (Safeguards Rule),45 CFR 164.312(a)(1) Access control; 45 CFR 164.312(a)(2)(iv) Encryption (addressable),Annex A: Access control; Annex A: Information classification & handling; Annex A: Cryptography / protection of information at rest,AC (Access Control); SC (System & Communications Protection),Req. 7 (restrict access by need-to-know); Req. 3 (protect stored account data),ITGC: Access to programs and data,Access control; Cryptographic protections (data at rest),Access control (CJIS Security Policy); Encryption of CJI at rest,"Aligns with NIST SP 800-53: AC-3, AC-4, AC-6, SC-28",CIP-011 (Information Protection),
AD-018,Active Directory,Identity,2,Accounts with adminCount=1 but not currently in privileged groups,"AdminSDHolder ‘lingering’ flags mean an account retains protected ACLs even after leaving admin groups. If exploited, attackers leverage these protections to resist remediation or keep hidden backdoors.",High,Medium,High,3,2,"AC-2, AC-6","5, 6",T1098,,,,,,,,,,,,
AD-032,Active Directory,Identity,1,Admin accounts not in Protected Users group,"Protected Users enhances safeguards (no NTLM, no cached creds, limited delegation). If exploited, absence of these controls makes admin credentials easier to steal and reuse.",High,High,High,3,5,"AC-2, AC-3, AC-5, AC-6, IA-2, IA-5, AU-2","4, 5, 6, 8",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-033,Active Directory,Identity,1,Admin accounts with SPN configured,"Admin SPNs expose high‑value tickets to Kerberoasting. If exploited, cracked hashes yield administrator passwords and immediate escalation.",High,High,High,3,5,"AC-3, AC-6, AC-2, IA-2","4, 5, 6, 8",T1558.003 (Kerberoasting),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-034,Active Directory,Identity,2,Admin accounts with unprivileged owners,"If non‑admins own admin accounts/objects, they can silently change permissions. If exploited, attackers maintain hidden control and undo security fixes.",High,Medium,High,3,5,"AC-2, AC-3, AC-5, AC-6, IA-2, IA-5, AU-2","4, 5, 6, 8",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-035,Active Directory,Identity,2,Admin accounts without adminCount=1,"Privileged accounts should inherit AdminSDHolder protections. If exploited, missing protections allow permission drift or malicious ACL changes on admin principals.",Medium,Medium,Medium,1,5,"AC-2, AC-3, AC-5, AC-6, IA-2, IA-5, AU-2","4, 5, 6, 8",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-036,Active Directory,Identity,2,Clear Text Password,"Passwords stored or transmitted in clear text are immediately readable. If exploited, attackers log in directly, impersonate users, and exfiltrate data without cracking.",High,High,High,3,5,"IA-5, SC-12, SC-13, AC-2","4, 5, 6",T1003 (OS Credential Dumping),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.10.1, A.9.2, A.9.4","3.5, 3.13","3, 7, 8, 10",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-012,Active Directory,Identity,1,Constrained delegation with protocol transition (TRUSTED_TO_AUTH_FOR_DELEGATION),"Protocol transition allows a service to obtain Kerberos tickets without the user’s original TGT. If exploited, attackers misuse the service to impersonate users to back-end systems, including admins.",High,High,High,3,2,"AC-6, IA-2",6,T1550,,,,,,,,,,,,
AD-003,Active Directory,Identity,1,Contractor accounts (employeeType=Contractor) without 'accountExpires',"Contractor accounts without an expiry date can outlive their business need. If exploited, former contractors (or attackers using their credentials) can continue logging in and accessing internal systems indefinitely.",High,Medium,High,1,2,AC-2,5,T1078,,,,,,,,,,,,
AD-037,Active Directory,Identity,1,DES Encryption Only,"DES is obsolete and weak for Kerberos encryption. If exploited, attackers forge or crack tickets far faster, enabling impersonation and domain traversal.",High,High,High,3,5,"IA-5, SC-12, SC-13, AC-2","4, 5, 6",T1550.003 (Pass-the-Ticket),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.10.1, A.9.2, A.9.4","3.5, 3.13","3, 7, 8, 10",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-002,Active Directory,Identity,1,Disabled accounts still members of groups,"Disabled users that remain in groups keep latent privileges that can reappear if the account is re-enabled or duplicated. If exploited, reactivation or cloning restores powerful access immediately, enabling privilege escalation without going through approvals.",Medium,Medium,Medium,1,3,AC-2,"5, 6",T1078,,,,,,,,,,,,
AD-038,Active Directory,Identity,3,Disabled admin accounts present,"Disabled admin accounts clutter directories and may be re‑enabled by mistake. If exploited, reactivation restores powerful access without scrutiny.",Low,Low,Low,1,5,"AC-2, IA-5, AU-2","4, 5, 6, 8",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-039,Active Directory,Identity,3,Disabled members in sensitive groups,"Disabled users left in admin groups retain latent privilege links. If exploited, re‑enablement or SID reuse instantly grants elevated access.",Medium,Low,Medium,1,5,"AC-2, AC-3, AC-5, AC-6","4, 5, 6, 8",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-009,Active Directory,Identity,1,Domain password policy too weak (length/history/lockout/complexity),"Weak password rules make credentials easy to guess or crack. If exploited, attackers gain initial footholds quickly and pivot using reused or predictable passwords.",High,Medium,High,3,2,IA-5,5,,,,,,,,,,,,,
AD-001,Active Directory,Identity,2,Enabled user accounts stale (no recent lastLogonTimestamp),"Enabled accounts that haven’t logged in recently are often forgotten and unmonitored. If exploited, attackers can take over these dormant accounts to bypass detection and move laterally with valid credentials.",Medium,Medium,High,1,3,AC-2,5,T1078,,,,,,,,,,,,
AD-030,Active Directory,Identity,1,External/forest trusts without SID filtering (SIDHistory allowed),"Trusts that accept SIDHistory can be abused to inject extra privileges across forests. If exploited, attackers forge SIDs to gain admin rights in the trusting domain.",High,Medium,High,3,2,"AC-3, AC-20","6, 15",T1078,,,,,,,,,,,,
AD-040,Active Directory,Identity,2,Foreign Security Principals in admin groups,"External identities in admin groups rely on trust configurations you might not control. If exploited, attackers from partner/child forests can administer your environment.",Low,Medium,High,3,5,"AC-2, AC-3, AC-5, AC-6","4, 5, 6, 8",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-041,Active Directory,Identity,2,Guest account enabled,"The built‑in Guest account bypasses normal onboarding and auditing. If exploited, anonymous or shared access can modify data and mask who did it.",Low,High,High,3,5,"AC-2, AC-3, AC-5, AC-6, IA-2, IA-5, AU-2","4, 5, 6, 8",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-017,Active Directory,Identity,2,Indirect privileged access via nested groups,"Nested groups can hide who truly has admin rights. If exploited, attackers slip into privilege through a lower‑level group and gain powerful access that escapes simple reviews.",High,High,High,3,2,"AC-2, AC-3, AC-6","5, 6","T1078, T1098",,,,,,,,,,,,
AD-042,Active Directory,Identity,2,Kerberos krbtgt account with old password,"Old krbtgt keys allow long‑lived ticket forgery. If exploited, attackers mint ‘Golden Tickets’ to persist with near‑invisibility.",High,Medium,High,3,5,"IA-5, SC-12, SC-13, AC-2","4, 5, 6, 8",T1550.003 (Pass-the-Ticket),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-043,Active Directory,Identity,2,Krbtgt account with Resource-Based Constrained Delegation,"Delegation settings touching krbtgt/DCs are extremely risky. If exploited, attackers impersonate users to core services and compromise the domain.",High,High,High,3,5,"AC-3, AC-6, AC-2, IA-2","4, 5, 6, 8",T1134 (Access Token Manipulation); T1550.003 (Pass-the-Ticket),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-008,Active Directory,Identity,2,krbtgt password age exceeds threshold,"The krbtgt account keys sign Kerberos tickets across the domain; they must be rotated regularly. If exploited, stolen keys allow ‘Golden Ticket’ creation, granting unlimited, stealthy domain access.",Critical,Medium,High,5,1,IA-5,5,"T1550, T1558",,,,,,,,,,,,
AD-044,Active Directory,Identity,3,LM Hash,"LM hashes are trivial to crack with modern hardware. If exploited, attackers quickly recover passwords and reuse them across systems.",High,High,High,3,5,"IA-5, SC-12, SC-13, AC-2","4, 5, 6",T1550.002 (Pass-the-Hash),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.10.1, A.9.2, A.9.4","3.5, 3.13","3, 7, 8, 10",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-029,Active Directory,Identity,3,MachineAccountQuota allows non‑admins to join computers (ms-DS-MachineAccountQuota > 0),"Allowing standard users to add machines to the domain can be abused to register rogue computers. If exploited, attackers create controlled hosts to request tickets and move laterally.",High,High,High,3,2,"AC-3, AC-6",6,T1078,,,,,,,,,,,,
AD-045,Active Directory,Identity,3,Non-admins in DNS Admins group,"DNSAdmins can load code into the DNS service on DCs, effectively becoming Domain Admin. If exploited, attackers execute arbitrary code and seize domain control.",High,High,High,3,5,"AC-2, AC-3, AC-5, AC-6","4, 5, 6, 8",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-046,Active Directory,Identity,3,Objects created in past 7 days,"A surge in new objects (users/computers) can signal staging or misconfiguration. If exploited, attackers hide backdoor accounts among legitimate changes and return later.",Low,Medium,Medium,1,5,"AU-2, AU-6, AC-2",8,T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.12.4, A.9.2",3.3,"10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-047,Active Directory,Identity,2,Objects with Constrained Delegation,"Delegation permits services to act on users’ behalf to specific targets. If exploited, attackers pivot through those services to impersonate users and reach sensitive systems.",High,Medium,High,3,5,"AC-3, AC-6, AC-2, IA-2","4, 5, 6, 8",T1134 (Access Token Manipulation); T1550.003 (Pass-the-Ticket),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-048,Active Directory,Identity,2,Old password (>180 days) in Sensitive Security Groups,"Aged privileged passwords increase exposure and reuse risk. If exploited, attackers leverage unchanged secrets to operate as admins.",High,Medium,High,3,5,"IA-5, SC-12, SC-13, AC-2","4, 5, 6",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-049,Active Directory,Identity,2,Oldest password in sensitive groups,"Tracking the oldest privileged password highlights worst‑case risk. If exploited, that one weak link can enable wide‑reaching compromise.",Medium,Medium,High,1,5,"IA-5, SC-12, SC-13, AC-2","4, 5, 6",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-050,Active Directory,Identity,3,Password expired,"Expired passwords indicate lifecycle issues and potential account neglect. If exploited (e.g., via reset processes), attackers may socially engineer resets to take control.",Low,Low,Low,1,5,"AC-2, IA-5, AU-2","4, 5, 6, 8",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-051,Active Directory,Identity,2,Password never expires,"Perpetual passwords accumulate exposure and reuse. If exploited, attackers keep access for long periods without triggering rotations.",High,High,High,3,5,"IA-5, SC-12, SC-13, AC-2","4, 5, 6",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-052,Active Directory,Identity,2,Password not required,"Accounts allowed without passwords remove core authentication. If exploited, unauthorized users authenticate instantly as the account.",High,High,High,3,5,"IA-5, SC-12, SC-13, AC-2","4, 5, 6",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
AD-053,Active Directory,Identity,2,Password not required in sensitive groups,"Admin accounts without required passwords are catastrophic. If exploited, attackers gain domain‑level access with no barrier.",High,High,High,3,5,"IA-5, SC-12, SC-13, AC-2","4, 5, 6",T1078 (Valid Accounts),Art. 32(1)(b) Security of Processing,16 CFR 314.4 (Safeguards Rule) – Access Controls,"164.308(a)(3), 164.308(a)(4), 164.312(d)","A.9.1, A.9.2, A.9.3, A.9.4","3.1, 3.5, 3.3","7, 8, 10, 12",ITGC: Access to Programs & Data,Access control & authentication hardening,Access Control; Identification & Authentication,Aligned to NIST SP 800-53 above,"CIP-004, CIP-007 R5",CSP: Access Control; Logging & Monitoring
